Employee_ID,Employee_Name,Department,Attendance_Date,Check_In_Time,Check_Out_Time,Attendance_Status,Shift_Type,Location
E1045,Employee_45,Sales,01-16-2024,,,Absent,Morning,Remote
E1037,Employee_37,Finance,03-11-2024,9:48,18:51,Late,Evening,Office
E1002,Employee_2,IT,2024-03-21,8:36,19:18,Late,Evening,Remote
E1043,Employee_43,Sales,2024-01-26,,,Absent,Evening,Office
E1018,Employee_18,Operations,01-14-2024,9:9,16:27,Present,Morning,Office
E1017,Employee_17,Sales,01-07-2024,10:22,16:58,Present,Evening,Office
E1007,Employee_7,Sales  ,03-09-2024,9:51,16:15,Present,Evening,Remote
E1021,Employee_21,Operations,2024-03-12,8:21,17:48,Present,Evening,Remote
E1003,Employee_3,Finance,03/02/2024,9:40,17:13,Work From Home,Evening,Office
E1051,Employee_51,Operations,2024-02-26,8:27,16:4,Late,Morning,Office
E1058,Employee_58,IT,06/03/2024,,,,Morning,Office
E1059,Employee_59,Sales,2024-01-17,,,Absent,Evening,Office
E1044,Employee_44,IT,01-20-2024,8:28,19:47,Work From Home,Morning,Office
E1007,Employee_7,Sales,01-13-2024,10:43,18:35,Late,Morning,Office
E1035,Employee_35,Sales,2024-01-10,,,Absent,Morning,Remote
E1028,Employee_28,Finance,15/01/2024,10:0,16:35,Work From Home,Evening,Remote
E1044,Employee_44,Sales,2024-03-20,11:53,16:17,Present,Morning,Office
E1057,Employee_57,Operations,01-04-2024,8:40,17:43,Work From Home,Evening,Remote
E1055,Employee_55,Operations,2024-01-15,10:20,19:47,Present,Evening,Office
E1010,Employee_10,Finance,20/02/2024,9:51,17:2,Late,Morning,Remote
E1042,Employee_42,Finance  ,19/02/2024,9:14,19:30,Late,Evening,Office
E1021,Employee_21,HR,2024-01-04,,,Absent,Evening,Office
E1028,Employee_28,HR,12/02/2024,9:33,18:13,Late,Morning,Remote
E1051,Employee_51,Operations,2024-01-18,10:38,17:10,present,Morning,Remote
E1028,Employee_28,IT,01-24-2024,,,Absent,Morning,Office
E1005,Employee_5,Finance,2024-01-18,8:30,18:3,Work From Home,Evening,Remote
E1024,Employee_24,Sales,2024-03-23,8:40,16:13,Work From Home,Morning,Remote
E1006,Employee_6,IT,2024-03-06,11:25,16:7,Late,Morning,Office
E1027,Employee_27,Finance,2024-01-19,8:22,18:5,Work From Home,Evening,Office
E1043,Employee_43,Operations,2024-02-12,9:15,16:29,Work From Home,Morning,Office
E1014,Employee_14,IT,01-09-2024,9:2,18:16,Late,Morning,Remote
E1003,Employee_3,Sales,02-17-2024,8:53,19:29,Work From Home,Morning,Remote
E1021,Employee_21,Finance,13/01/2024,9:36,19:13,Work From Home,Evening,Office
E1038,Employee_38,Finance,2024-03-23,10:51,16:54,Late,Morning,Office
E1028,Employee_28,Operations,2024-01-07,8:56,17:32,Work From Home,Evening,Remote
E1019,Employee_19,Operations,2024-01-29,9:3,18:31,Late,Morning,Remote
E1057,Employee_57,HR,2024-02-08,10:50,17:52,Work From Home,Evening,Remote
E1038,Employee_38,HR,02/02/2024,9:33,16:16,Work From Home,Morning,Remote
E1043,Employee_43,HR,20/03/2024,,,Absent,Evening,Office
E1054,Employee_54,IT,2024-02-15,11:8,20:32,Present,Morning,Office
E1022,Employee_22,IT,2024-02-02,10:51,18:0,Late,Evening,Office
E1024,Employee_24,HR,17/02/2024,11:6,17:2,Late,Evening,Remote
E1025,Employee_25,HR,2024-01-08,,,Absent,Evening,Remote
E1011,Employee_11,HR,01-05-2024,9:46,17:16,Present,Morning,Office
E1000,Employee_0,Sales,01/01/2024,11:14,19:22,Late,Evening,Office
E1047,Employee_47,Finance,2024-02-24,10:22,18:58,Present,Evening,Remote
E1009,Employee_9,Finance,01-03-2024,,,Absent,Evening,Remote
E1007,Employee_7,Finance,01-07-2024,,,Absent,Morning,Remote
E1014,Employee_14,Sales,2024-02-26,11:30,19:0,Present,Evening,Remote
E1022,Employee_22,Finance,2024-02-20,10:32,19:13,Late,Evening,Remote
E1029,Employee_29,Operations,02-21-2024,10:20,20:33,Present,Evening,Office
E1030,Employee_30,IT,20/02/2024,10:36,19:45,Work From Home,Evening,Office
E1035,Employee_35,Sales,2024-03-01,11:51,16:49,Work From Home,Morning,Remote
E1049,Employee_49,Operations,2024-02-23,8:50,16:12,Work From Home,Morning,Office
E1023,Employee_23,Operations,2024-01-20,,,Absent,Evening,Office
E1059,Employee_59,HR,07/01/2024,11:55,20:18,present,Evening,Office
E1027,Employee_27,Operations,12/03/2024,8:13,16:27,Work From Home,Evening,Remote
E1058,Employee_58,Operations,2024-02-12,8:35,16:53,present,Evening,Remote
E1020,Employee_20,IT,2024-03-08,11:33,18:30,,Evening,Office
E1001,Employee_1,Operations,2024-03-02,,,Absent,Evening,Remote
E1038,Employee_38,Finance,28/02/2024,8:25,16:18,Work From Home,Morning,Remote
E1051,Employee_51,Sales,2024-01-25,9:7,20:48,present,Morning,Remote
E1008,Employee_8,Sales,2024-03-12,,,Absent,Morning,Office
E1031,Employee_31,Sales,2024-03-12,10:52,18:35,Late,Evening,Remote
E1004,Employee_4,Operations,2024-01-08,9:23,20:32,Present,Evening,Remote
E1031,Employee_31,IT,2024-02-20,9:37,18:5,Work From Home,Evening,Remote
E1033,Employee_33,HR  ,03-19-2024,8:44,17:36,Late,Morning,Remote
E1051,Employee_51,IT,2024-01-27,,,Absent,Evening,Office
E1017,Employee_17,Finance,2024-01-09,11:28,18:32,Present,Evening,Office
E1003,Employee_3,Sales,2024-02-07,10:41,16:49,,Evening,Office
E1057,Employee_57,Operations,2024-03-17,9:8,19:20,Late,Morning,Remote
E1037,Employee_37,Finance,2024-01-13,,,Absent,Morning,Remote
E1053,Employee_53,Operations,2024-03-15,11:14,18:13,Late,Morning,Office
E1053,Employee_53,IT,24/01/2024,11:41,18:36,Present,Morning,Office
E1034,Employee_34,Operations,2024-02-12,8:26,18:12,Present,Morning,Remote
E1021,Employee_21,Sales,02-24-2024,11:32,20:47,Present,Evening,Remote
E1002,Employee_2,Sales,2024-03-20,9:0,19:48,Work From Home,Morning,Office
E1044,Employee_44,IT,01-09-2024,,,Absent,Evening,Office
E1019,Employee_19,Sales,02/02/2024,11:37,17:14,Present,Morning,Remote
E1041,Employee_41,Sales,2024-02-02,8:59,20:38,Work From Home,Morning,Remote
E1029,Employee_29,HR,30/01/2024,11:21,20:53,Work From Home,Evening,Office
E1004,Employee_4,Finance,2024-02-11,,,Absent,Morning,Office
E1018,Employee_18,Sales,02-04-2024,10:50,18:12,Late,Evening,Office
E1055,Employee_55,Finance,01-26-2024,,,Absent,Evening,Remote
E1038,Employee_38,Sales,03-16-2024,8:10,19:51,Late,Morning,Office
E1033,Employee_33,Finance,07/03/2024,9:28,18:34,Late,Evening,Remote
E1054,Employee_54,IT,02-17-2024,11:48,16:37,Late,Evening,Office
E1049,Employee_49,Sales,04/01/2024,,,Absent,Evening,Office
E1003,Employee_3,Sales,03-08-2024,,,Absent,Evening,Remote
E1020,Employee_20,Sales,01-29-2024,,,Absent,Morning,Office
E1010,Employee_10,IT,03-09-2024,11:6,20:14,Work From Home,Evening,Remote
E1012,Employee_12,Finance,02-04-2024,9:8,20:28,Work From Home,Morning,Office
E1019,Employee_19,Sales,01-23-2024,11:26,16:49,Late,Morning,Office
E1033,Employee_33,Operations  ,10/03/2024,,,Absent,Evening,Remote
E1058,Employee_58,IT,02-29-2024,11:9,18:11,Late,Evening,Remote
E1018,Employee_18,IT,01-08-2024,9:40,20:58,Present,Evening,Office
E1007,Employee_7,IT,25/01/2024,9:59,20:36,Late,Morning,Office
E1021,Employee_21,Finance,29/01/2024,,,Absent,Evening,Office
E1040,Employee_40,Finance,2024-03-07,11:1,16:40,late,Evening,Office
E1003,Employee_3,Sales,25/02/2024,,,Absent,Evening,Office
E1010,Employee_10,Operations,28/03/2024,9:0,17:7,Late,Morning,Remote
E1023,Employee_23,Operations,2024-01-01,9:22,16:11,,Evening,Remote
E1046,Employee_46,IT  ,23/02/2024,8:1,19:53,Late,Evening,Office
E1046,Employee_46,Finance,03-09-2024,10:25,16:28,Late,Evening,Office
E1026,Employee_26,HR,14/02/2024,9:38,18:59,Late,Morning,Office
E1051,Employee_51,HR,2024-01-16,,,Absent,Evening,Office
E1010,Employee_10,IT,01-21-2024,11:14,17:31,,Morning,Remote
E1018,Employee_18,IT,13/01/2024,,,Absent,Evening,Office
E1026,Employee_26,Operations,17/02/2024,11:50,19:28,Late,Evening,Office
E1015,Employee_15,Operations,08/02/2024,11:16,17:24,Work From Home,Morning,Office
E1052,Employee_52,Finance  ,02-01-2024,9:55,20:30,Work From Home,Morning,Office
E1031,Employee_31,HR,2024-02-03,,,Absent,Morning,Remote
E1049,Employee_49,IT,18/02/2024,11:33,17:33,Late,Evening,Office
E1034,Employee_34,Sales,02-22-2024,8:5,16:58,Late,Evening,Office
E1012,Employee_12,HR,19/01/2024,10:52,17:24,Late,Evening,Remote
E1007,Employee_7,HR,2024-02-29,10:38,18:35,Present,Evening,Office
E1020,Employee_20,Finance,01-28-2024,10:51,17:13,work from home,Evening,Office
E1036,Employee_36,Sales,2024-01-16,11:53,16:9,Present,Evening,Remote
E1012,Employee_12,IT,2024-01-16,,,Absent,Evening,Office
E1015,Employee_15,Sales,2024-02-10,8:50,19:39,Late,Evening,Remote
E1037,Employee_37,IT,02-17-2024,8:37,20:12,Late,Evening,Remote
E1029,Employee_29,Operations,05/03/2024,8:59,20:12,Late,Evening,Remote
E1015,Employee_15,Operations,25/01/2024,8:31,20:36,Work From Home,Evening,Remote
E1015,Employee_15,IT,01-08-2024,,,Absent,Morning,Remote
E1004,Employee_4,Finance,01-24-2024,11:13,17:38,Present,Morning,Office
E1053,Employee_53,Operations,11/03/2024,11:13,18:11,Work From Home,Morning,Remote
E1059,Employee_59,Finance,2024-01-06,,,Absent,Morning,Remote
E1024,Employee_24,Sales,2024-01-27,8:10,16:12,,Evening,Remote
E1037,Employee_37,Sales,2024-01-23,8:28,20:0,Present,Morning,Remote
E1040,Employee_40,Finance,01-12-2024,,,Absent,Evening,Remote
E1035,Employee_35,Finance,02-19-2024,8:50,17:44,Work From Home,Evening,Remote
E1043,Employee_43,IT,01-10-2024,10:36,19:1,Work From Home,Evening,Office
E1024,Employee_24,IT,2024-03-28,9:43,19:2,Work From Home,Morning,Office
E1050,Employee_50,IT,01-17-2024,9:9,19:33,Work From Home,Morning,Remote
E1052,Employee_52,HR,2024-03-17,9:40,17:8,Late,Morning,Office
E1030,Employee_30,IT,02-14-2024,,,Absent,Morning,Office
E1039,Employee_39,Operations,01-31-2024,8:32,19:52,Late,Evening,Remote
E1021,Employee_21,Operations,03-22-2024,,,Absent,Morning,Remote
E1038,Employee_38,Finance,03-09-2024,11:39,17:33,Work From Home,Morning,Remote
E1011,Employee_11,IT,02-12-2024,,,,Morning,Office
E1038,Employee_38,Finance,03-26-2024,10:36,17:20,Present,Morning,Remote
E1026,Employee_26,Operations,2024-03-27,11:41,18:53,Work From Home,Morning,Remote
E1054,Employee_54,Finance,08/03/2024,11:35,16:12,Late,Morning,Remote
E1020,Employee_20,Sales,25/03/2024,11:44,20:58,Present,Morning,Office
E1008,Employee_8,Operations,07/02/2024,11:2,16:15,Present,Morning,Remote
E1043,Employee_43,Sales,03-18-2024,9:54,17:0,Late,Morning,Remote
E1005,Employee_5,IT,2024-02-20,11:12,16:15,Present,Evening,Remote
E1036,Employee_36,IT,18/01/2024,11:42,17:34,Late,Morning,Office
E1010,Employee_10,Finance,09/03/2024,8:19,20:59,Late,Morning,Remote
E1052,Employee_52,Sales  ,2024-03-18,8:22,17:38,Present,Morning,Office
E1052,Employee_52,IT,02-08-2024,8:5,18:1,Work From Home,Evening,Remote
E1049,Employee_49,Operations,03-10-2024,9:33,19:19,Present,Evening,Office
E1035,Employee_35,Finance,2024-03-05,,,Absent,Evening,Remote
E1040,Employee_40,Operations,2024-02-28,10:37,16:48,Late,Evening,Office
E1013,Employee_13,Sales,01-24-2024,11:1,20:45,Late,Evening,Office
E1043,Employee_43,IT,2024-01-14,8:37,16:38,Work From Home,Morning,Office
E1046,Employee_46,Operations,29/02/2024,9:0,16:48,Late,Morning,Remote
E1025,Employee_25,Sales,01-27-2024,9:34,18:35,Late,Morning,Office
E1021,Employee_21,Operations,2024-03-26,,,Absent,Evening,Office
E1048,Employee_48,IT,03-15-2024,,,Absent,Evening,Remote
E1022,Employee_22,Finance,2024-01-01,,,Absent,Evening,Office
E1041,Employee_41,Finance,2024-03-28,8:57,16:48,Late,Evening,Remote
E1016,Employee_16,Sales,03-09-2024,,,Absent,Evening,Remote
E1003,Employee_3,Finance  ,29/03/2024,11:10,20:28,work from home,Evening,Office
E1019,Employee_19,IT  ,2024-03-28,8:22,17:5,Work From Home,Evening,Office
E1031,Employee_31,Finance,2024-01-31,,,Absent,Evening,Remote
E1015,Employee_15,Sales,08/01/2024,8:37,17:15,Present,Evening,Office
E1011,Employee_11,Sales,03-30-2024,,,Absent,Evening,Office
E1033,Employee_33,Finance,2024-03-07,9:13,18:27,Present,Evening,Office
E1047,Employee_47,Finance,03-01-2024,8:6,17:28,Work From Home,Evening,Office
E1040,Employee_40,IT,01-09-2024,9:12,20:55,Present,Morning,Remote
E1017,Employee_17,Sales,03-08-2024,9:37,19:26,Late,Evening,Remote
E1037,Employee_37,IT,03-01-2024,9:46,17:2,Present,Evening,Remote
E1013,Employee_13,Operations,03-20-2024,9:17,16:30,Late,Evening,Remote
E1011,Employee_11,Operations,03-09-2024,,,Absent,Morning,Remote
E1043,Employee_43,IT,02-01-2024,11:21,18:43,Late,Evening,Office
E1040,Employee_40,HR,11/03/2024,8:57,17:40,Work From Home,Evening,Remote
E1028,Employee_28,Finance,2024-02-28,,,Absent,Morning,Remote
E1018,Employee_18,HR,2024-03-11,10:1,20:38,Late,Evening,Remote
E1010,Employee_10,Finance,20/03/2024,,,Absent,Evening,Remote
E1036,Employee_36,Sales,2024-03-01,11:50,18:24,Present,Morning,Remote
E1000,Employee_0,IT  ,01-05-2024,8:11,20:13,late,Morning,Office
E1030,Employee_30,Sales,2024-02-23,,,Absent,Evening,Remote
E1031,Employee_31,Sales,2024-01-20,,,Absent,Morning,Remote
E1018,Employee_18,Finance,05/03/2024,9:55,16:29,Late,Morning,Office
E1038,Employee_38,Finance,26/03/2024,10:11,18:13,Work From Home,Morning,Office
E1015,Employee_15,HR,08/03/2024,9:37,17:25,Work From Home,Morning,Remote
E1005,Employee_5,Operations,2024-02-03,8:59,20:22,Late,Morning,Office
E1008,Employee_8,Sales,03-27-2024,10:30,19:41,Present,Evening,Remote
E1038,Employee_38,HR,02-09-2024,11:2,18:13,Work From Home,Morning,Office
E1002,Employee_2,Operations,2024-03-17,10:14,19:59,Present,Evening,Remote
E1003,Employee_3,HR,02-11-2024,10:54,19:30,Present,Morning,Office
E1042,Employee_42,HR,23/01/2024,9:6,16:42,Present,Evening,Office
E1020,Employee_20,Finance,21/03/2024,9:41,19:54,Late,Evening,Office
E1055,Employee_55,Sales,04/02/2024,9:37,17:14,present,Evening,Office
E1027,Employee_27,IT,15/01/2024,11:45,16:19,Work From Home,Evening,Office
E1055,Employee_55,HR,02-05-2024,10:12,20:22,Late,Evening,Remote
E1003,Employee_3,Operations,2024-03-24,11:48,16:43,Work From Home,Evening,Remote
E1057,Employee_57,HR,01-22-2024,9:50,18:25,Work From Home,Evening,Remote
E1046,Employee_46,Finance,01-19-2024,10:40,19:27,Present,Morning,Office
E1054,Employee_54,HR,03/03/2024,11:27,18:54,,Evening,Office
E1019,Employee_19,HR,2024-02-13,11:33,19:36,Late,Evening,Remote
E1043,Employee_43,IT,02/01/2024,10:48,20:28,Present,Morning,Remote
E1032,Employee_32,Finance,23/02/2024,,,Absent,Morning,Office
E1038,Employee_38,Sales,2024-01-07,10:34,19:1,Late,Morning,Office
E1041,Employee_41,HR,2024-01-21,8:2,16:12,Present,Evening,Office
E1008,Employee_8,IT,2024-03-21,,,Absent,Morning,Remote
E1012,Employee_12,HR,22/01/2024,10:57,16:35,Work From Home,Morning,Office
E1000,Employee_0,HR,02-05-2024,8:40,19:18,Work From Home,Morning,Remote
E1006,Employee_6,Sales,01/03/2024,11:27,20:5,Late,Evening,Remote
E1040,Employee_40,Sales,16/02/2024,11:57,16:27,Present,Morning,Remote
E1019,Employee_19,Sales,02-19-2024,11:23,20:26,Present,Evening,Office
E1030,Employee_30,HR,02-10-2024,11:17,16:36,Late,Evening,Remote
E1002,Employee_2,Operations,19/03/2024,,,Absent,Evening,Office
E1035,Employee_35,IT  ,15/03/2024,11:37,20:10,Work From Home,Morning,Office
E1057,Employee_57,Operations,02-15-2024,9:34,19:43,Present,Morning,Remote
E1003,Employee_3,HR,03-28-2024,10:42,16:11,Work From Home,Morning,Remote
E1041,Employee_41,Finance,2024-01-14,10:5,17:6,Work From Home,Morning,Remote
E1053,Employee_53,Sales,01-22-2024,,,Absent,Evening,Office
E1003,Employee_3,Operations,09/01/2024,,,Absent,Morning,Office
E1041,Employee_41,Sales,31/01/2024,11:46,16:16,Work From Home,Evening,Office
E1020,Employee_20,HR,03-02-2024,9:4,19:16,Late,Evening,Office
E1047,Employee_47,Operations  ,21/02/2024,11:46,17:37,Present,Morning,Remote
E1020,Employee_20,IT,03-23-2024,9:24,19:46,Work From Home,Evening,Office
E1001,Employee_1,Sales,06/01/2024,9:6,16:53,Late,Evening,Remote
E1055,Employee_55,IT,01-02-2024,8:52,16:0,Present,Morning,Remote
E1030,Employee_30,Sales,17/02/2024,10:1,19:10,Work From Home,Evening,Remote
E1018,Employee_18,Sales,2024-03-03,,,Absent,Evening,Office
E1039,Employee_39,Operations  ,01-13-2024,9:41,20:41,Late,Morning,Office
E1038,Employee_38,IT,02-20-2024,10:5,17:22,Late,Morning,Office
E1031,Employee_31,IT,02-01-2024,,,Absent,Evening,Office
E1003,Employee_3,Operations  ,2024-03-28,,,Absent,Morning,Remote
E1057,Employee_57,HR  ,2024-01-30,10:4,16:10,present,Morning,Office
E1046,Employee_46,Finance,2024-03-19,9:43,18:24,Work From Home,Evening,Office
E1058,Employee_58,Operations,03-01-2024,11:29,17:28,Present,Morning,Office
E1018,Employee_18,HR,2024-02-24,10:49,18:1,Present,Evening,Remote
E1057,Employee_57,Finance,02/02/2024,9:12,16:58,Work From Home,Morning,Remote
E1035,Employee_35,Sales,01-22-2024,9:15,17:48,Late,Morning,Office
E1052,Employee_52,Sales  ,03-08-2024,10:55,16:5,Late,Morning,Remote
E1047,Employee_47,Operations,2024-02-14,9:18,16:12,work from home,Evening,Office
E1014,Employee_14,Finance,05/02/2024,9:48,20:36,Work From Home,Evening,Remote
E1039,Employee_39,Finance,12/03/2024,11:1,18:25,Late,Morning,Office
E1011,Employee_11,HR,18/01/2024,8:58,19:13,Present,Morning,Office
E1003,Employee_3,Operations,10/03/2024,9:5,18:34,Late,Morning,Office
E1003,Employee_3,Finance,2024-02-24,8:8,16:59,Work From Home,Morning,Remote
E1036,Employee_36,Finance,17/03/2024,8:1,20:23,Present,Morning,Remote
E1006,Employee_6,IT,2024-02-02,10:9,17:39,Present,Evening,Remote
E1009,Employee_9,HR,01-07-2024,8:19,16:56,Present,Morning,Office
E1008,Employee_8,Sales,2024-01-06,,,Absent,Evening,Office
E1053,Employee_53,Sales,06/03/2024,10:12,18:42,Work From Home,Morning,Office
E1048,Employee_48,Sales,02-24-2024,,,Absent,Evening,Remote
E1032,Employee_32,HR,2024-02-16,,,Absent,Evening,Remote
E1001,Employee_1,Finance,2024-03-12,8:37,18:41,Work From Home,Morning,Office
E1028,Employee_28,Sales,2024-03-25,8:18,16:5,Late,Morning,Remote
E1022,Employee_22,Finance,19/02/2024,,,Absent,Evening,Remote
E1034,Employee_34,IT,29/01/2024,11:21,17:33,Late,Evening,Office
E1009,Employee_9,IT,22/01/2024,10:49,17:14,Work From Home,Evening,Office
E1054,Employee_54,Operations,08/03/2024,,,Absent,Morning,Office
E1013,Employee_13,Operations,03-05-2024,9:35,19:38,Present,Morning,Remote
E1044,Employee_44,HR,03-30-2024,,,Absent,Evening,Office
E1058,Employee_58,Sales,25/01/2024,10:40,16:56,Work From Home,Evening,Office
E1031,Employee_31,Operations,07/02/2024,9:48,20:5,Work From Home,Evening,Remote
E1041,Employee_41,Operations,2024-03-29,10:38,19:3,late,Evening,Office
E1054,Employee_54,Operations,2024-02-19,10:51,16:22,Present,Evening,Office
E1033,Employee_33,Finance,16/02/2024,8:58,18:17,,Morning,Remote
E1026,Employee_26,HR,07/01/2024,,,absent,Morning,Office
E1040,Employee_40,Sales,02-23-2024,10:47,17:11,Work From Home,Evening,Office
E1017,Employee_17,Sales,24/03/2024,10:10,18:4,Late,Evening,Remote
E1041,Employee_41,HR,02/02/2024,9:57,16:46,Work From Home,Evening,Remote
E1030,Employee_30,IT,02/01/2024,8:53,19:18,Work From Home,Morning,Office
E1053,Employee_53,Sales,15/01/2024,9:24,17:26,Present,Morning,Remote
E1024,Employee_24,IT,24/01/2024,,,Absent,Morning,Remote
E1059,Employee_59,Operations,2024-03-11,,,Absent,Evening,Office
E1039,Employee_39,HR,19/03/2024,9:30,16:29,Work From Home,Morning,Remote
E1037,Employee_37,HR,28/01/2024,8:9,18:39,Late,Morning,Remote
E1021,Employee_21,Operations,03-17-2024,9:12,17:32,Present,Evening,Remote
E1032,Employee_32,HR,03-26-2024,8:9,20:13,Work From Home,Morning,Office
E1058,Employee_58,Finance,2024-03-26,11:23,17:56,Work From Home,Evening,Remote
E1053,Employee_53,Sales  ,01-16-2024,9:13,19:10,Work From Home,Morning,Office
E1047,Employee_47,HR,26/03/2024,9:30,19:59,Work From Home,Morning,Remote
E1026,Employee_26,Operations,05/03/2024,9:40,16:25,Late,Evening,Office
E1003,Employee_3,HR,2024-01-18,8:54,16:27,present,Morning,Remote
E1037,Employee_37,HR,03-30-2024,8:16,19:16,Late,Evening,Remote
E1059,Employee_59,IT,03-25-2024,10:17,19:37,work from home,Evening,Office
E1021,Employee_21,Operations,01/03/2024,11:33,16:48,Present,Morning,Office
E1055,Employee_55,Operations,02-27-2024,8:1,18:26,Work From Home,Evening,Remote
E1015,Employee_15,Sales,03-06-2024,11:9,20:29,Present,Morning,Remote
E1020,Employee_20,Sales,2024-01-12,,,absent,Morning,Office
E1009,Employee_9,Finance,2024-03-15,8:47,20:29,Work From Home,Morning,Remote
E1039,Employee_39,IT,2024-01-26,10:14,18:5,Work From Home,Morning,Remote
E1002,Employee_2,HR,02-14-2024,8:18,20:55,,Evening,Remote
E1019,Employee_19,Finance,28/03/2024,10:18,19:47,Late,Evening,Remote
E1055,Employee_55,Sales,01-11-2024,,,Absent,Evening,Remote
E1042,Employee_42,IT,2024-01-31,9:44,18:24,Late,Evening,Remote
E1058,Employee_58,IT,2024-01-05,,,Absent,Evening,Office
E1033,Employee_33,HR,01-18-2024,,,Absent,Morning,Office
E1056,Employee_56,Finance,12/02/2024,11:44,16:52,work from home,Evening,Office
E1009,Employee_9,Operations,2024-02-07,9:50,17:48,Work From Home,Morning,Office
E1013,Employee_13,HR,2024-02-11,10:13,16:40,Present,Evening,Remote
E1014,Employee_14,Operations,2024-03-17,,,Absent,Morning,Remote
E1058,Employee_58,Sales  ,02-14-2024,,,Absent,Morning,Office
E1059,Employee_59,IT,2024-03-23,,,Absent,Morning,Office
E1051,Employee_51,HR,25/02/2024,11:10,17:57,Late,Evening,Remote
E1058,Employee_58,HR,01-24-2024,11:26,20:5,Late,Evening,Office
E1020,Employee_20,Operations,08/02/2024,11:39,17:14,Present,Morning,Remote
E1038,Employee_38,IT,03-16-2024,8:17,17:57,Present,Morning,Remote
E1014,Employee_14,Sales,23/01/2024,9:23,20:39,Late,Evening,Remote
E1013,Employee_13,Operations,03-21-2024,,,Absent,Evening,Office
E1050,Employee_50,Sales  ,10/02/2024,,,Absent,Morning,Remote
E1056,Employee_56,IT,01-25-2024,8:51,19:36,Work From Home,Evening,Office
E1013,Employee_13,HR,03-17-2024,11:0,17:38,Present,Evening,Remote
E1007,Employee_7,HR,09/01/2024,8:58,19:19,,Morning,Remote
E1046,Employee_46,HR,2024-03-14,11:38,17:47,Late,Morning,Remote
E1012,Employee_12,IT,03-30-2024,9:46,17:4,Work From Home,Evening,Remote
E1002,Employee_2,IT,18/02/2024,9:29,16:49,Work From Home,Evening,Remote
E1044,Employee_44,Sales,01-01-2024,8:53,17:4,Late,Morning,Remote
E1039,Employee_39,Sales,2024-03-11,8:23,16:46,Work From Home,Morning,Office
E1035,Employee_35,Sales,2024-03-28,,,Absent,Evening,Remote
E1034,Employee_34,Sales,17/02/2024,,,Absent,Morning,Remote
E1008,Employee_8,Operations,27/01/2024,11:1,17:24,Late,Morning,Office
E1029,Employee_29,Sales,01-06-2024,10:36,16:10,Work From Home,Evening,Remote
E1025,Employee_25,Sales,2024-03-20,8:48,16:20,Work From Home,Morning,Office
E1046,Employee_46,Operations,2024-02-24,10:48,18:54,Work From Home,Evening,Office
E1012,Employee_12,HR,01-16-2024,11:4,19:30,Present,Morning,Remote
E1003,Employee_3,Operations,09/02/2024,8:0,16:45,Work From Home,Morning,Remote
E1055,Employee_55,HR,2024-03-22,9:47,17:14,Work From Home,Evening,Office
E1046,Employee_46,Finance,01-23-2024,8:35,18:11,Late,Evening,Remote
E1026,Employee_26,Sales,2024-03-14,,,Absent,Evening,Remote
E1006,Employee_6,Sales  ,29/03/2024,11:39,16:23,Present,Morning,Office
E1047,Employee_47,Sales,03-03-2024,,,Absent,Morning,Remote
E1030,Employee_30,IT,14/03/2024,,,Absent,Morning,Office
E1024,Employee_24,Finance,2024-03-02,9:59,18:45,Present,Morning,Remote
E1046,Employee_46,HR,03-12-2024,9:5,19:18,Present,Evening,Remote
E1000,Employee_0,Sales,2024-02-12,11:20,17:1,Work From Home,Evening,Remote
E1040,Employee_40,HR,27/02/2024,8:52,18:45,Late,Evening,Office
E1035,Employee_35,IT,2024-02-19,9:54,20:37,Present,Morning,Remote
E1037,Employee_37,Sales,15/03/2024,10:52,16:18,Work From Home,Evening,Remote
E1051,Employee_51,IT,03-06-2024,11:56,16:54,Present,Morning,Office
E1031,Employee_31,Operations,2024-01-02,9:52,19:45,Work From Home,Evening,Office
E1023,Employee_23,Sales,2024-02-29,9:27,16:2,Work From Home,Evening,Office
E1042,Employee_42,HR,11/01/2024,9:20,16:11,Late,Morning,Office
E1035,Employee_35,HR,2024-02-23,9:30,18:34,Present,Evening,Remote
E1028,Employee_28,Finance,02-24-2024,9:45,18:53,Work From Home,Evening,Remote
E1011,Employee_11,Operations,01-12-2024,,,Absent,Morning,Remote
E1009,Employee_9,Finance,2024-01-09,8:23,20:48,Work From Home,Evening,Remote
E1023,Employee_23,Sales,02-19-2024,,,,Morning,Office
E1053,Employee_53,Operations,2024-01-27,,,Absent,Morning,Remote
E1037,Employee_37,Sales,03-04-2024,,,Absent,Evening,Remote
E1034,Employee_34,Operations,2024-03-07,8:40,17:13,late,Morning,Remote
E1022,Employee_22,IT,01-18-2024,11:20,20:40,Work From Home,Evening,Office
E1038,Employee_38,Sales,2024-02-14,,,Absent,Morning,Remote
E1037,Employee_37,IT,03-20-2024,9:38,20:2,Work From Home,Morning,Office
E1022,Employee_22,Sales,2024-01-07,10:39,20:58,Late,Morning,Remote
E1054,Employee_54,Sales,07/01/2024,8:45,20:48,Late,Morning,Remote
E1001,Employee_1,Operations,01-05-2024,9:48,19:10,Present,Evening,Remote
E1033,Employee_33,Sales,01-06-2024,9:3,20:40,Late,Evening,Remote
E1020,Employee_20,Sales,21/03/2024,8:46,20:35,Present,Morning,Remote
E1030,Employee_30,IT,2024-03-20,,,Absent,Morning,Remote
E1015,Employee_15,IT,2024-03-19,,,Absent,Evening,Remote
